"","Estimate","Std.Error","t.value","Pr(>|t|)","p.adj"
"ENSG00000000003",-0.00795470190148103,0.049370166926158,-0.161123658207977,0.872054534418846,0.99995982806675
"ENSG00000000419",0.0318439643809269,0.0775568754205987,0.410588541740934,0.681532447156936,0.99995982806675
"ENSG00000000457",0.0214244316360433,0.0304261247299532,0.704145921513029,0.481636708140222,0.99995982806675
"ENSG00000000460",-0.0116517582651412,0.0368381826708121,-0.316295686170567,0.751896792715497,0.99995982806675
"ENSG00000000938",-0.0401698977117363,0.0642461612877836,-0.62524977222841,0.5320636700829,0.99995982806675
"ENSG00000000971",0.113082826505366,0.111244497161956,1.01652512609891,0.309821517767848,0.99995982806675
"ENSG00000001036",-0.0256533938174691,0.0491429219268297,-0.522016046495264,0.601867056385613,0.99995982806675
"ENSG00000001084",0.0539738760424491,0.0393882836883191,1.37030281566839,0.171145404816363,0.99995982806675
"ENSG00000001167",0.000847933552785048,0.0291560493451053,0.0290825942413696,0.976809153467915,0.99995982806675
"ENSG00000001460",-0.0426648258826301,0.041463678777041,-1.02896865741335,0.303941814950242,0.99995982806675
"ENSG00000001461",-0.0160760600039963,0.0367698852394676,-0.437207239002768,0.66213082084206,0.99995982806675
"ENSG00000001497",0.082680304804684,0.0474427498601062,1.74273845947974,0.0819321695453215,0.99995982806675
"ENSG00000001561",0.0198851372262659,0.0624858165701212,0.318234414108215,0.750426625111803,0.99995982806675
"ENSG00000001617",-0.0258230478690438,0.0484725403295802,-0.532735600269034,0.594429464148806,0.99995982806675
"ENSG00000001626",0.0587557672269198,0.0399333233682953,1.47134679187679,0.141763092032326,0.99995982806675
"ENSG00000001629",0.0337036796396316,0.0414433975568951,0.8132460567057,0.416425104630213,0.99995982806675
"ENSG00000001630",-0.200893172187952,0.100562128705938,-1.9977020651124,0.0462356881893149,0.99995982806675
"ENSG00000001631",0.049694823349234,0.0358586484332663,1.38585321869331,0.166347313477658,0.99995982806675
"ENSG00000002016",-0.001509467154815,0.063738323738452,-0.0236822537255458,0.981114558248019,0.99995982806675
"ENSG00000002330",-0.0930768659874802,0.0712843528079006,-1.30571243647686,0.192190357270024,0.99995982806675
"ENSG00000002549",-0.0098950578622659,0.0799898312432411,-0.123703947220191,0.901594391901842,0.99995982806675
"ENSG00000002586",0.0370002229149583,0.0917901955233893,0.403095588847833,0.687032860677245,0.99995982806675
"ENSG00000002587",-0.0296485066276869,0.0401476871460929,-0.738486043288107,0.460530746756861,0.99995982806675
"ENSG00000002745",0.0196954518322158,0.0435281431683225,0.45247626934266,0.651102402598406,0.99995982806675
"ENSG00000002746",0.0124837459365415,0.0529116542727703,0.235935657429747,0.813569481731428,0.99995982806675
"ENSG00000002822",-0.00561529011813374,0.0499761363609463,-0.112359428459576,0.910578975982734,0.99995982806675
"ENSG00000002834",-0.0491314781205698,0.0394166062755963,-1.24646647093482,0.213118078179271,0.99995982806675
"ENSG00000002919",-0.0504736434439017,0.0530513076968919,-0.951411862121899,0.341808734792454,0.99995982806675
"ENSG00000002933",-0.0569238335719312,0.058240781883236,-0.977387866908361,0.328802229600047,0.99995982806675
"ENSG00000003056",-0.00493588309799519,0.0531084477817682,-0.0929396979982843,0.925984946402577,0.99995982806675
"ENSG00000003096",-0.0514415536233836,0.0605611074069274,-0.849415669989868,0.39601562180488,0.99995982806675
"ENSG00000003137",-0.0855463632893011,0.0797539513928043,-1.07262852555064,0.283903151812114,0.99995982806675
"ENSG00000003147",0.0337765491809588,0.0514117385963456,0.6569812673746,0.51146480552623,0.99995982806675
"ENSG00000003249",-0.0914044891555578,0.0759240370460219,-1.20389395390227,0.229142853584225,0.99995982806675
"ENSG00000003393",0.0217666991362289,0.0282026823236319,0.771795352174354,0.440563545788267,0.99995982806675
"ENSG00000003400",-0.0686142856024103,0.0467407123540165,-1.4679768909537,0.14267596694067,0.99995982806675
"ENSG00000003402",0.00503161225168078,0.0482170244090351,0.104353437677874,0.91692650380565,0.99995982806675
"ENSG00000003436",0.0592745511317455,0.0535781881959741,1.10631869287807,0.269067043044726,0.99995982806675
"ENSG00000003509",0.0404626566730835,0.0324324101976816,1.247599436072,0.212702988011539,0.99995982806675
"ENSG00000003756",0.0164654037855752,0.0339363636441852,0.485184681488304,0.627736457793461,0.99995982806675
"ENSG00000003987",0.0235214590985055,0.0552644737032474,0.42561626886756,0.670552177904763,0.99995982806675
"ENSG00000003989",0.00351107234173309,0.103684001962191,0.0338632023772909,0.972998389613408,0.99995982806675
"ENSG00000004059",-0.052163430752983,0.0722164849908686,-0.722320267451106,0.470401284490786,0.99995982806675
"ENSG00000004139",0.000403832166512419,0.0502545023874853,0.00803574102472823,0.993591357658142,0.99995982806675
"ENSG00000004142",-0.0250191002930983,0.0388935195665072,-0.643271695952229,0.520313030264214,0.99995982806675
"ENSG00000004399",-0.0527112139880055,0.0696662199141605,-0.756625148500289,0.449594950720893,0.99995982806675
"ENSG00000004455",0.00961388723187,0.0354136501537711,0.271474055628978,0.786127216172456,0.99995982806675
"ENSG00000004468",-0.0619268606251492,0.0622951957368869,-0.994087262952133,0.320612810326497,0.99995982806675
"ENSG00000004478",-0.0518839800405787,0.0640531382684206,-0.810014644765009,0.418278295673589,0.99995982806675
"ENSG00000004487",0.00376033562654119,0.0336826672054741,0.111640078964117,0.911149082450543,0.99995982806675
"ENSG00000004534",0.0940450428244464,0.0460266231854999,2.04327487692111,0.0414961136806188,0.99995982806675
"ENSG00000004660",-0.0331869496200239,0.0539218043851012,-0.615464374726926,0.538499925619385,0.99995982806675
"ENSG00000004700",-0.00469888164424765,0.0517710636440597,-0.0907627024345831,0.927713834838253,0.99995982806675
"ENSG00000004766",-0.0101274220940046,0.060966292664452,-0.166115104780016,0.868126754523076,0.99995982806675
"ENSG00000004776",0.0137035779440958,0.0435133193224761,0.314928351995832,0.752934206988137,0.99995982806675
"ENSG00000004777",-0.0422853268112577,0.0896614660308196,-0.471610923657247,0.637389537363186,0.99995982806675
"ENSG00000004779",-0.010488908515935,0.0983173999855875,-0.106684152728537,0.91507803647226,0.99995982806675
"ENSG00000004799",0.0420787593852633,0.107354192529097,0.391961956901298,0.69523651464285,0.99995982806675
"ENSG00000004838",0.00913889662410125,0.0280453594305218,0.325861276506066,0.744651917973882,0.99995982806675
"ENSG00000004848",0.00576008269833463,0.038574225209611,0.149324650515585,0.881351611849304,0.99995982806675
"ENSG00000004864",-0.00336257291076207,0.0568487792990179,-0.0591494303347365,0.952854340552213,0.99995982806675
"ENSG00000004866",0.00298116927047455,0.0305524473795965,0.0975754653444043,0.922304571097419,0.99995982806675
"ENSG00000004897",0.0525521660042068,0.0573864178852831,0.915759650815982,0.360189971541941,0.99995982806675
"ENSG00000004948",0.0056158464837805,0.0355007723567772,0.158189417045413,0.874364978604334,0.99995982806675
"ENSG00000004961",-0.0147140940295339,0.0593985463165461,-0.247718083050716,0.804443993037177,0.99995982806675
"ENSG00000004975",0.00939698805255885,0.0486867776080351,0.193009036831552,0.847022372697813,0.99995982806675
"ENSG00000005007",-0.0184651413324118,0.0530848723355729,-0.347841871327965,0.728090588606569,0.99995982806675
"ENSG00000005020",0.0274574859564372,0.0566272838328232,0.484880857741615,0.627951835169042,0.99995982806675
"ENSG00000005022",-0.054402496176096,0.063085461354115,-0.862361866083863,0.388860208898626,0.99995982806675
"ENSG00000005059",0.0190546488658384,0.0615596002482198,0.30953171867599,0.757033055260726,0.99995982806675
"ENSG00000005075",-0.0912684218137792,0.0457704780336299,-1.99404563235541,0.0466350146896521,0.99995982806675
"ENSG00000005100",0.00543098899915841,0.0292840806226201,0.185458750409371,0.852936866141047,0.99995982806675
"ENSG00000005108",-0.0244650158610734,0.0479898015104571,-0.509796146077879,0.610396577735777,0.99995982806675
"ENSG00000005156",-0.00421439696836491,0.0344449149423617,-0.122351789093312,0.902664628158086,0.99995982806675
"ENSG00000005175",0.00773498052481035,0.0448120800689777,0.172609272162867,0.863021376253744,0.99995982806675
"ENSG00000005189",0.0107446594607816,0.0354013216454333,0.303510122260297,0.761614672262862,0.99995982806675
"ENSG00000005194",-0.0732585169479242,0.0627324132152116,-1.1677937001499,0.243390518491716,0.99995982806675
"ENSG00000005206",-0.0551010852073342,0.0689989395868092,-0.798578725083308,0.424875700638038,0.99995982806675
"ENSG00000005238",-0.0279771308110013,0.0492661202788288,-0.567877694705016,0.570347261097933,0.99995982806675
"ENSG00000005243",0.00317321113564751,0.0324274969679971,0.0978555680316358,0.922082247809721,0.99995982806675
"ENSG00000005249",0.0763263536535305,0.0686818331480605,1.11130338482653,0.266918104221851,0.99995982806675
"ENSG00000005302",-0.037131639737951,0.0374878537497851,-0.990497881948334,0.322361675711912,0.99995982806675
"ENSG00000005339",-0.0125791951726974,0.0671022471982481,-0.187463098449344,0.851365943483542,0.99995982806675
"ENSG00000005379",-0.0345431049229753,0.0572812761109204,-0.603043564463988,0.546725608490992,0.99995982806675
"ENSG00000005381",-0.0427982461594768,0.0435981603773466,-0.9816525694904,0.326697992747614,0.99995982806675
"ENSG00000005421",0.0243004481482224,0.0248437106717975,0.978132794623478,0.328434042932412,0.99995982806675
"ENSG00000005436",0.0762541070319704,0.047318977649555,1.61149100888674,0.107640230703807,0.99995982806675
"ENSG00000005448",-0.0524552262559145,0.0615604108208344,-0.852093505493007,0.394529067424199,0.99995982806675
"ENSG00000005469",-0.0210063469219988,0.0392612530754492,-0.535040154771181,0.592836003186517,0.99995982806675
"ENSG00000005471",0.0258768278882433,0.0295140736836797,0.876762325851085,0.380994400867107,0.99995982806675
"ENSG00000005483",0.0408471972075986,0.0323294927180469,1.26346545440216,0.206951472062003,0.99995982806675
"ENSG00000005486",-0.0828786256114745,0.0618891732611763,-1.33914578664222,0.181070409129706,0.99995982806675
"ENSG00000005513",0.0250235029545233,0.0738276065816849,0.338945065581079,0.734779084944187,0.99995982806675
"ENSG00000005700",0.0445580185030571,0.0410550613528089,1.08532339338493,0.278248796469733,0.99995982806675
"ENSG00000005801",0.0117918615720664,0.0366706274966348,0.32156148877323,0.747905772023818,0.99995982806675
"ENSG00000005810",0.0198498753806424,0.0516378115304409,0.384405821864483,0.700824663932514,0.99995982806675
"ENSG00000005812",0.0291571087554978,0.0495275625327475,0.588704698241896,0.556298465787998,0.99995982806675
"ENSG00000005844",-0.030494505276409,0.0557969969623357,-0.546525923196073,0.584923721201676,0.99995982806675
"ENSG00000005882",-0.11765965143722,0.0566224459682115,-2.0779683644058,0.0381705021573387,0.99995982806675
"ENSG00000005884",-0.0657234647941109,0.050653631419073,-1.2975074629963,0.194994713392032,0.99995982806675
"ENSG00000005889",-0.0456499740827523,0.052594394146684,-0.867962732975612,0.385789199831455,0.99995982806675
"ENSG00000005893",0.0160041418033167,0.0734380477566822,0.217927113971524,0.827565857336329,0.99995982806675
"ENSG00000005955",0.0577236324626505,0.0382439870367506,1.50935184679309,0.131776932479857,0.99995982806675
"ENSG00000005961",0.0193220446284035,0.0390568833606318,0.494715475630592,0.620996398561495,0.99995982806675
"ENSG00000005981",0.0319115265096224,0.0523540447032113,0.609533163875399,0.542420095946147,0.99995982806675
"ENSG00000006007",-0.0153595686072724,0.0440615756368927,-0.348593267155246,0.72752664096789,0.99995982806675
